,A4,A5,A6,A9,A9_2_TEXT,B2,B5,B6,B6_8_TEXT,B8,B9,B9_9_TEXT,B10,B11,B11_1_TEXT,B12,B13,B14,B15,B15_1_TEXT,B16,B17,B17_1_TEXT,B18,C1,C2,C3,C4,C5,C6,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D11_1_TEXT,D11_2_TEXT,D11_3_TEXT,D12,D13,D14_NPS_GROUP,D14,D15,E1,E2,E3,E3_6_TEXT,E4_NPS_GROUP,E4,E5,E6,E7,E8,E9,F1,F2,F3,F4,F5,F6,F7,F7_1_TEXT,F8,F8_1_TEXT,B3_B4_Combined,Distribution,Logistics/ Transport,Production,Aggregation (group buying for reselling),Processing,Agri-Services - Inputs supply,B13_Combined,D3_Combined
190,Single,Primary,14/02/1968,Côte d'Ivoire,,Cooperative,29.0,Between 6 months and a year ,,Nous sommes une cooerative de femmes productricrs de manioc et transfotmatrices de manioc,Bouaké ,,No,No,,Local Markets ,Between 1 and 5 millions,Cassava,"Yes, specify",produissons,presodente,Oui,Societe Cooperative,Registre de commerce,Facsvci,Marche locaux,Marche locaux,No,Nous prenons les engins en location,Par manque de moyen,Agri Cash (liquidities),Between 1 and 5 millions,April ,Between 1 and 3 months,Every semester,Labor ,No,,,,,,,Yes,COOPEC ,Detractor,5,Non il n o t pas confiance aux cooperative,Yes for personal expenditures,Daily,Transfer money,,Detractor,6,Tu prend ton en toute sucurite,Nous sommes le groupe de femmes,"Technical partnerships, Access to markets, Access to new buyers",Constitution d’un dossier agricole,Yes,Yes,10-20%,10-20%,No,21-30%,"Yes, explain",No,,No,,29.0,0,0,1,0,1,0,,
191,Single,High School ,2 /3/1978,Côte d'Ivoire,,Cooperative,8.0,Between 6 months and a year ,,,Bouaké ,,No,No,,Local Markets ,Between 1 and 5 millions,Cassava,"Yes, specify",produisons,directrice,Oui,Legalement,Déclaration fiscale d'existence DFE,Facsvci,Marche locaux,Marche locaux,No,Manque de moyen,Manque de moyen,Operational loan (working capital) ,Between 1 and 5 millions,May ,Between 3 months and a year,Every semester,Logistics,No,,,,,,,Yes,COOPEC ,Detractor,5,Par manque de fond,Yes for personal expenditures,Daily,Transfer money,,Detractor,6,Les microfinances ne nous pas  ne nous faire confiance,Nous sommes les frmmes,"Technical assistance, Coaching, Mentoring",Constitution d’un dossier agricole,Yes,Yes,61-70%,81-90%,No,21-30%,No,"Yes, explain",,"Yes, explain",,500.0,0,0,1,0,0,0,,
192,Divorced,University,1954,Côte d'Ivoire,,Family-Led SME,5.0,"More than 3, specify",12.0,,Abidjan ,,No,No,,"Local Markets ,Regional Markets ,International Markets",Between 25 and 50 millions,Cassava,"Yes, specify",cereales,gerante,Oui,ENTREPRISE INDIVIDUELLE,Registre de commerce,"RETPACI Réseau national des agro transformatrices de Cote d,Ivoire",transformatrices d'adiake,CAREFOUR   ,Yes,UN VEHICULE PICK UP DOUBLE CABINE,COUT DE MATIERE 1ERE ELEVE,Agri Cash (liquidities),Between 5 and 25 millions,March ,Between 1 and 3 months,Every month,Logistics,No,,,,,,,Yes,ORABANK,Detractor,6,confiance parce quil garde bien nos fonds,Yes for personal and business expenditures,Daily,"Transfer money,Pay bills,Pay producers/ farmers,Pay business suppliers",,Passive,7,Fiable,tontine,"Technical partnerships, Access to markets, Access to new buyers",La vente en ligne pour optimiser ses revenus,Yes,Yes,10-20%,71-80%,No,81-90%,"Yes, explain","Yes, explain",la promotrice inspire et impacte son environnement par les formations qu'elle organise a Abidjan et en zones rurales depuis 2016,"Yes, explain",la pérennisation de GLP est assurée par les enfantsdont certains y travaillent  puisque une entreprise familiale,6.0,1,0,0,0,1,0,,5000000.0
193,Married,Professional training ,02/11/1956,Côte d'Ivoire,,Cooperative,2.0,"More than 3, specify",16.0,Achat/production /transport /distribution ,Abidjan ,,No,No,,Local Markets ,Between 1 and 5 millions,Banane/igname /aubergine,"Yes, specify",placali,,Oui,Societe Cooperative,Statuts et règlements intérieurs,Cnavicil,Les producteurs de l’intérieur du pays ,Les marchés d’Abidjan ,Yes,,Meilleures organisations pour obtenir un crédit bancaire ,Operational loan (working capital) ,Between 1 and 5 millions,February ,Between 1 and 3 months,Every month,Logistics,No,,,,,,,Yes,BNI Banque Nationale d’Investissement ,Detractor,6,Un minimum de confiance en affaire ,No,,,,,,Je vais souscrire prochainement ,No,"Technical assistance, Coaching, Mentoring",Constitution d’un dossier agricole,Yes,Yes,More than 90%,More than 90%,No,81-90%,No,"Yes, explain",La prise en charge indépendance financière ,,,15.0,1,0,0,0,0,0,,
194,Single,University,1992,Côte d'Ivoire,,Women-Led SME,,Between 6 months and a year ,,Soda ( société de distribution agro-alimentaire) est une structure de commercialisation de produits agricoles et produits transformés,"Other, specify",Abengourou,Yes,No,,"Local Markets ,Regional Markets ",Between 1 and 5 millions,"Riz , cultures maraîchères","Yes, specify",produits,directrice,Oui,Documents en cours,Registre de commerce,,Les coopératives et les groupements de femmes,"Les commerçantes grossiste et détaillant
",No,Nous faisons de la location auprès de nos partenaires,Le problème de certification de nos produits,"Agri - Transport (financing for vehicle),Operational loan (working capital) ",Between 25 and 50 millions,March ,Between one and 3 years ,Every year,Charges ,No,,,,,,,Yes,,Detractor,6,Les institutions financières sécurisent nos transactions,Yes for personal expenditures,Daily,"Transfer money,Pay bills,Pay employees ,Pay producers/ farmers,Pay business suppliers",,Detractor,6,Les services mobiles poney sont rapides et efficaces,No,"Technical partnerships, Access to markets, Access to new buyers",La vente en ligne pour optimiser ses revenus,No,Yes,10-20%,Less than 10%,No,10-20%,No,"Yes, explain","Elle encadre les groupements de femmes , ce qui les rend plus autonome .
","Yes, explain",,5.0,1,0,1,0,1,0,,
195,Single,University,1985,Côte d'Ivoire,,Cooperative,3.0,"More than 3, specify",10.0,"Notre coopérative, fonctionne avec un conseil d'administration produisons et endons des produits vivriers tel que le manioc. nous transformons le manioc sous plusieurs formes","Other, specify",SEGUELA,No,No,,"Local Markets ,Regional Markets ",Between 25 and 50 millions,Cassava,"Yes, specify",maraichers,president,Oui,Societe Cooperative,Registre de commerce,FENASCOVICI,nous achetons de semences et intrants chez des grossistes,la population locale est notre principal acheteur parce que nous livrons plus sur le marché local,No,nous avons des motos pour nos déplacements seulement quand nous devons déplacer des produits en grande quantités nous louons des véhicules,nous avons un problème de contacts pour les marchés extérieurs et même au niveau d'Abidjan,"Product financing (fertilizers, seeds, pesticides)",Between 5 and 25 millions,March ,Between one and 3 years ,Every semester,Inputs,No,,,,,,,Yes,COOPEC ,Passive,7,nous faisons confiance aux institutions financières parce qu'elles peuvent nous accompagner dans notre activité qu'est l'Agriculture.,Yes for personal expenditures,Daily,"Transfer money,Pay bills",,Passive,8,nous faisons confiance parce que c'est simple et rapide ,,"Technical partnerships, Access to markets, Access to new buyers",Constitution d’un dossier agricole,Yes,Yes,51-60%,61-70%,Yes,,No,"Yes, explain",la motivation au travail bien fait et dans un délais circonscrit,No,,600.0,0,0,1,0,1,0,30.0,20.0
196,Married,Primary,1971,Côte d'Ivoire,,Women’s association ,1.0,2,,"ACHAT DE MANIOC EN VILLE, FABRICATION D'ATTIEKE, COMMERCIALISATION D'ATTIEKE.","Other, specify",ABENGOUROU,No,No,,Local Markets ,Between 25 and 50 millions,Cassava,No,,presidente,Non,,Aucun document,RIEN.,C'EST UNE DAME QUI A UN KIA QUI NOUS LIVRE DU MANIOC SUR UN SITE QUI APPARTIENT A LA MÊME DAME.,NOUS N'AVONS PAS UN PRINCIPAL ACHETEUR. MAIS NOS ACHETEURS SONT CERTAINS MENAGES DE LA VILLE D'ABENGOUROU.,No,"LA DAME QUI EST NOTRE FOUNISSEUR, DISPOSE DE TOUTE LA LOGISTIQUE. ET NOUS PAYONS TOUS LES SERVICES AVEC ELLE.","NOUS VOULONS AVOIR NOTRE PROPRE LOGISTIQUE. 1 CAMION KIA, 2 TRICYCLES, 1 BROYEUSE, 1 SITE COUVERT ET 1 UNITE ADDITIONNELLE DE TRANSFORMATION DE LEGUMES INTEGREE.","Agri - Equipment (financing for equipment),Operational loan (working capital) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,20738.0,
197,Widowed,High School ,1950,Côte d'Ivoire,,Cooperative,138.0,"More than 3, specify",6.0,"PRODUCTION DU VIVRIER ET VENTE(MANIOC, TOMATE, MAÏS, RIZ, IGNAME, BANANE.......",Abidjan ,,No,"Yes, specify",,International Markets,Between 1 and 5 millions,Cassava,"Yes, specify",aubergine,,Oui,Societe Cooperative,Statuts et règlements intérieurs,OCPV,FENASCOVICI ET MARCHE GOURO,FENASCOVICI ET MARCHE GOURO,No,LOCATION DE VEHICULE OU MOTO TRICYCLE,DIFFICULTES DANS LE TRANSPORT,"Operational loan (working capital) ,Leasing (equipment, transport/logistics) ,Product financing (fertilizers, seeds, pesticides),Trade finance for export ",Between 5 and 25 millions,"May ,June ",Between 1 and 3 months,Every semester,Other,No,,,,,,,No,,Passive,8,ILS NOUS SONT OUVERTES ET SERVIABLES,Yes for personal and business expenditures,Daily,"Transfer money,Pay bills,Pay employees ",,Promoter,9,"ILS SONT PARTOUT, PLUS PROCHE DE NOUS ET FACILITE DE DEPOT ET RETRAIT",No,"Technical partnerships, Access to markets, Access to new buyers",Connaitre son cycle d’activité agricole pour un crédit au moment opportun,No,Yes,51-60%,71-80%,No,71-80%,"Yes, explain","Yes, explain",PLUSIEURS MOBILISATIONS ET RENCONTRES,"Yes, explain","NOUS AVONS DES VIVRIERS EN PLEIN TEMPS( MANIOC, BANANE.......).",138.0,0,0,1,0,1,1,282.0,10.0
198,Married,High School ,1978,Côte d'Ivoire,,Cooperative,,"1,5",,,Abidjan ,,No,No,,Local Markets ,Between 1 and 5 millions,Cassava,No,,président,Oui,Societe Cooperative,Statuts et règlements intérieurs,,,La consommation locale,No,Les moyens de transport en commun,Les moyens de locomotion,Agri Cash (liquidities),Between 1 and 5 millions,March ,Between 1 and 3 months,Every trimester,Logistics,No,,,,,,,Yes,,Promoter,10,Confiance parceque le financement est sûr,Yes for personal and business expenditures,Daily,"Transfer money,Pay bills,Pay producers/ farmers,Pay business suppliers",,Promoter,10,Confiance car moyen plus sûr pour éviter les pertes et vols d'argent,,"Technical partnerships, Access to markets, Access to new buyers",Connaitre son cycle d’activité agricole pour un crédit au moment opportun,No,No,<10%,Less than 10%,No,Less than 10%,No,"Yes, explain","Chacun tire sa part de bénéfice
","Yes, explain",Production bio,15.0,0,0,1,0,0,0,,
199,Single,High School ,1955,Côte d'Ivoire,,Cooperative,28.0,Between 6 months and a year ,,"PRODUCTION ET VENTE DE VIVRIERS (AUBERGINE VIOLET, GOMBO, ARACHIDE, ....). ",Abidjan ,,No,"Yes, specify",,Regional Markets ,Less than 1 million,AUBERGINE,"Yes, specify",arachide,,Oui,Societe Cooperative,Statuts et règlements intérieurs,UPROVIMO,,,No,LOCATION DE CAMION,,"Agri Cash (liquidities),Agri - Transport (financing for vehicle),Operational loan (working capital) ,Leasing (equipment, transport/logistics) ,Product financing (fertilizers, seeds, pesticides),Insurance",Between 25 and 50 millions,"February ,March ,August",Between 1 and 3 months,Every semester,Logistics,No,,,,,,,No,,Passive,8,RESPECT DES ENGAGEMENTS,Yes for personal and business expenditures,Daily,"Transfer money,Pay bills",,Promoter,9,"MOINS CHER, PARTOUT ET PLUS PROCHE DE NOUS",,"Technical partnerships, Access to markets, Access to new buyers",Comment bien rembourser son crédit,No,No,31-40%,61-70%,No,61-70%,"Yes, explain","Yes, explain","DES ADHESIONS EN COURS, PARTICIPATIONS MASSIVES AUX REUNIONS",,,28.0,1,0,1,0,0,1,500000.0,50000000.0
200,Single,University,01/09/1978,Côte d'Ivoire,,Cooperative,,"1,5",,,Abidjan ,,No,No,,Local Markets ,Between 1 and 5 millions,Cassava,No,,directrice,Non,,Statuts et règlements intérieurs,,,Marché local,No,Moyen commun de transport,"Conservation,manque de financement,manque de transport adéquat",Agri Cash (liquidities),Between 1 and 5 millions,June ,Between 1 and 3 months,Every trimester,Charges ,No,,,,,,,Yes,COOPEC ,Promoter,10,Fiabilité,Yes for personal and business expenditures,Daily,"Transfer money,Pay bills,Pay producers/ farmers,Pay business suppliers",,Promoter,10,"Confiance pour la fiabilité, rapidité, sécurité et sûreté...",No,"Technical partnerships, Access to markets, Access to new buyers",Epargne et bancarisation agricole ,No,Yes,More than 90%,More than 90%,No,31-40%,No,"Yes, explain",La communauté a une activité renumeratrice,No,,,0,0,1,0,0,0,15000000.0,15.0
201,Single,High School ,31/03/1978,Côte d'Ivoire,,Cooperative,,Between 3 and 6 months ,,,Abidjan ,,No,No,,Local Markets ,Between 1 and 5 millions,Cassava,No,,président,Non,,Statuts et règlements intérieurs,ADFMACI,,,No,Moyen de transport commun,"Écoulement, transport...",Agri Cash (liquidities),Between 1 and 5 millions,March ,Between 1 and 3 months,Every month,Labor ,No,,,,,,,Yes,,Promoter,10,Confiance parce qu'il y a la fiabilité,Yes for personal and business expenditures,Daily,"Transfer money,Pay bills,Pay employees ,Pay producers/ farmers",,Promoter,10,"Fiable, sûr,",,"Technical partnerships, Access to markets, Access to new buyers",Connaitre son cycle d’activité agricole pour un crédit au moment opportun,No,No,<10%,Less than 10%,No,Less than 10%,No,"Yes, explain",Chacun tire bénéfice,"Yes, explain",Bio,15.0,0,0,1,0,0,0,15000000.0,5000000.0
202,Single,High School ,1984,Côte d'Ivoire,,Cooperative,15.0,"More than 3, specify",4.0,"PRODUCTION, ACHAT, VENTE (AUBERGINE, BANANE, TOMATE, MANIOC, IGNAME, ...).",Abidjan ,,No,No,,Local Markets ,Between 5 and 25 millions,Cassava,"Yes, specify",aubergine,,Oui,Societe Cooperative,Statuts et règlements intérieurs,OCPV,NOUS MEME,NOUS VENDONS SUR LE MARCHE D'ABIDJAN,No,ON FAIT LE RAMASSAGE AVEC LES MOTOS A 2 ROUES ET ON LOUE UN CAMION POUR LA SUITE..,"LE TRANSPORT, LE FINANCIEMENT.","Agri Cash (liquidities),Agri - Transport (financing for vehicle),Agri - Equipment (financing for equipment),Operational loan (working capital) ,Leasing (equipment, transport/logistics) ,Product financing (fertilizers, seeds, pesticides)",Between 5 and 25 millions,February ,Between 1 and 3 months,Every semester,Logistics,No,,,,,,,Yes,NSIA Bank,Passive,8,RESPECT DES ENGAGEMENTS,Yes for personal and business expenditures,Weekly ,"Transfer money,Pay bills,Pay producers/ farmers,Pay business suppliers",,Promoter,9,PROCHE DE NOUS ET FACILITE D'ACCES,,"Technical partnerships, Access to markets, Access to new buyers",La vente en ligne pour optimiser ses revenus,No,No,31-40%,51-60%,No,51-60%,"Yes, explain","Yes, explain",LA COMMUNAUTE CONTRIBUE BEAUCOUP,"Yes, explain",NOUS PRODUISONT TOUTE L'ANNEE,105.0,1,0,1,0,0,1,11.0,12.0
203,Married,University,1974,Côte d'Ivoire,,Family-Led SME,6.0,Between 6 months and a year ,,"Attieké déshydraté, poudre de placali, poudre de cacao, mangues séchées ...",Abidjan ,,Yes,No,,Local Markets ,Less than 1 million,Cassava,"Yes, specify",cacao,gerante,Oui,Entreprise individuelle,Déclaration fiscale d'existence DFE,Adefma,"Mr koulehi, champ de manioc",Plusieurs acheteurs,No,Sous traite un service de livraison,"Le manque de confiance de la part des marchés extérieurs, le besoin existe mais les gens n'ont pas confiance pour travailler avec nous conséquences des broutages","Agri - Equipment (financing for equipment),Operational loan (working capital) ",Between 1 and 5 millions,"January ,February ,March ,April ,May ,June ",Between one and 3 years ,Every month,Logistics,Yes,0,,,,,,Yes,Cofina ,Detractor,5,Les  taux appliqués ne sont pas toujours dans l'intérêt de ceux qui font l'empreint mais de la structure ,Yes for personal and business expenditures,Weekly ,"Transfer money,Pay bills,Pay producers/ farmers,Pay business suppliers",,Passive,8,,No,"Technical partnerships, Access to markets, Access to new buyers",La vente en ligne pour optimiser ses revenus,No,Yes,More than 90%,81-90%,No,71-80%,"Yes, explain","Yes, explain","Attieké déshydraté donne moins de stress, et fais économiser évite le gaspillage, la poudre de placali fait gagner énormément de temps aux femmes en cuisine","Yes, explain",Nous cherchons à acquérir des séchoir avec énergies solaire,5.0,0,0,0,0,1,0,500000.0,
